Name,Category,Color,City,Lat,Lon
Hospital de Villeta,General Hospital (Level 2),#e67e22,Colombia,5.0065968,-74.4701158
Clínica del Parque,General Hospital (Level 2),#e67e22,Colombia,4.5446278,-75.6629953
Hospital,General Hospital (Level 2),#e67e22,Colombia,4.1497926,-74.7221806
centro de Salud de Apulo,Primary Care (Level 1),#2ecc71,Apulo,4.5188762,-74.5954549
Hospital Marco Tulio Afanador,General Hospital (Level 2),#e67e22,Colombia,4.4570199,-74.6358162
Hospital San Juan Bautista,General Hospital (Level 2),#e67e22,Colombia,3.7268292,-75.4845993
Hospital Regional de San Gil,High Complexity (Level 3/4),#e74c3c,Colombia,6.5574587,-73.1300163
Hospital San Vicente de Paul,General Hospital (Level 2),#e67e22,Salento,4.6364789,-75.570895
Cruz roja,Emergency/First Response,#f1c40f,Colombia,4.9244432,-75.06458
Hospital Anzoátegui,General Hospital (Level 2),#e67e22,Colombia,4.6284726,-75.0961573
SOMA,General Hospital (Level 2),#e67e22,Colombia,6.2488833,-75.5645579
Clínica Versalles,General Hospital (Level 2),#e67e22,Colombia,5.0628269,-75.4978067
centro Médico,General Hospital (Level 2),#e67e22,Colombia,4.7628209,-75.1301726
Antigua Clínica Palermo,General Hospital (Level 2),#e67e22,Colombia,1.2255397,-77.2855082
Clínica El Laguito,Primary Care (Level 1),#2ecc71,Colombia,5.7247261,-72.9239039
San Juan De Dios,General Hospital (Level 2),#e67e22,Colombia,2.2698988,-75.8069899
Clínica La Estancia,General Hospital (Level 2),#e67e22,Colombia,2.4506816,-76.5971661
Hospital San José,General Hospital (Level 2),#e67e22,Colombia,6.40998,-72.4475011
Clínica Los Remansos,General Hospital (Level 2),#e67e22,Ibague,4.4368514,-75.2197028
Hospital San Antonio,General Hospital (Level 2),#e67e22,Colombia,5.0460829,-75.515039
Ips interlaken,Primary Care (Level 1),#2ecc71,Colombia,4.4441707,-75.2328312
Clínica de la Policía,General Hospital (Level 2),#e67e22,Colombia,5.0572068,-75.4793198
Medical Center,General Hospital (Level 2),#e67e22,Colombia,6.294778,-75.5525882
Hospital,General Hospital (Level 2),#e67e22,Colombia,3.2408083,-74.3539981
Centro Salud,General Hospital (Level 2),#e67e22,Colombia,3.0682754,-75.1388684
Nuestra Señora de Guadalupe,General Hospital (Level 2),#e67e22,Colombia,2.0234289,-75.7596495
Unidad Renal,Specialized,#3498db,Colombia,6.1948324,-75.5781105
ESE Salud Paz de Río,General Hospital (Level 2),#e67e22,Colombia,5.9859583,-72.7495746
Clínica de la Policía,General Hospital (Level 2),#e67e22,Colombia,6.1620713,-75.5987776
Hospital San Juan de Dios,General Hospital (Level 2),#e67e22,Colombia,6.2159978,-75.2389373
Centro Médico Familiar La Flora,General Hospital (Level 2),#e67e22,Colombia,3.4845799,-76.5154442
PROVIVIR LABORATORIO CLÍNICO No.2,General Hospital (Level 2),#e67e22,Colombia,3.4305796,-76.4948908
ÓPTICA FRANCESA,General Hospital (Level 2),#e67e22,Colombia,3.4518987,-76.5315611
FUNDACIÓN PARA EL DESARROLLO DE LA SALUD FAMILIAR Y SOCIAL- FAMISALUD,General Hospital (Level 2),#e67e22,Colombia,3.449362,-76.5348941
CENTRO ODONTOLÓGICO FAMILIAR VERSALLES CRUZ BLANCA EPS S.A.,Specialized,#3498db,Colombia,3.4608051,-76.5284877
Puesto de Salud Doce de Octubre,Primary Care (Level 1),#2ecc71,Colombia,3.432205,-76.5013507
Ciclo Vital Colombia Limitada,General Hospital (Level 2),#e67e22,Colombia,3.4489415,-76.5363103
AUDIOVIDA,General Hospital (Level 2),#e67e22,Cali,3.4678076,-76.5290915
Medicina Electrodiagnostica,General Hospital (Level 2),#e67e22,Colombia,3.4134963,-76.5350964
Consubsalud Ips E U,Primary Care (Level 1),#2ecc71,Colombia,3.3855722,-76.5200015
LABORATORIO CLÍNICO OSCAR COLLAZOS Y CIA,General Hospital (Level 2),#e67e22,Colombia,3.4172961,-76.5426557
Centro de Reconocimiento de Conductores Colombia En Movimiento Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4721295,-76.5215527
Oftalaser S.a.,General Hospital (Level 2),#e67e22,Colombia,3.4702631,-76.5299603
ÓPTICA CALIMA LTDA,General Hospital (Level 2),#e67e22,Colombia,3.4806042,-76.5161261
CENTRO DE ESTÉTICA CARMEN GALINDO E.U.,General Hospital (Level 2),#e67e22,Colombia,3.4023253,-76.5439422
PROVIDA # 1,General Hospital (Level 2),#e67e22,Colombia,3.4530879,-76.5256508
ASOCIACIÓN DE DISCAPACITADOS DEL VALLE - ASODISVALLE,General Hospital (Level 2),#e67e22,Colombia,3.433989,-76.4931228
LABORATORIO CLÍNICO SAN MARTIN SEDE RODEO,General Hospital (Level 2),#e67e22,Colombia,3.4356563,-76.5041096
ÁNGEL DIAGNOSTICA S.A - SEDE CHIPICHAPE,General Hospital (Level 2),#e67e22,Colombia,3.4769198,-76.5249453
LABORATORIO CLÍNICO SAN MARTIN T,General Hospital (Level 2),#e67e22,Colombia,3.4526012,-76.5589902
Primsalud Primero Su Salud Empresa Unipersonal,General Hospital (Level 2),#e67e22,Colombia,3.4363377,-76.5385577
ASOCIACIÓN PARA LA SALUD MENTAL INFANTIL DEL ADOLESCENTE SIMA,General Hospital (Level 2),#e67e22,Colombia,3.4019813,-76.5453011
Ortoclub S.a,General Hospital (Level 2),#e67e22,Colombia,3.4056855,-76.5552691
Centro de Salud Decepaz,Primary Care (Level 1),#2ecc71,Colombia,3.4263427,-76.4634818
SONRÍA DAMA SALUD CALI NORTE,General Hospital (Level 2),#e67e22,Colombia,3.4676948,-76.5267425
Centro de Salud El Diamante,Primary Care (Level 1),#2ecc71,Colombia,3.4187792,-76.5027229
Puesto Desalud Calipso,Primary Care (Level 1),#2ecc71,Colombia,3.4248595,-76.4992685
Laboratorio Bioimagen Ltda Cali,General Hospital (Level 2),#e67e22,Colombia,3.4626465,-76.5248472
Fisiosalud Terapias Integrales Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4511111,-76.5414739
FUNDACIÓN LIGA COLOMBIANA CONTRA LA EPILEPSIA CAPITULO VALLE - HELENA NADER DE ZACCOUR (LICCE),General Hospital (Level 2),#e67e22,Colombia,3.4281351,-76.5412498
PROVIDA # 11,General Hospital (Level 2),#e67e22,Colombia,3.3748085,-76.5464504
ODONTOLAB - X DEL VALLE,Specialized,#3498db,Colombia,3.4649815,-76.5312339
Ips La Samaritana Santa,Primary Care (Level 1),#2ecc71,Colombia,3.4776651,-76.5160443
ÁLVAREZ MEDINA LTDA LABORATORIO MICROBIOLÓGICO,General Hospital (Level 2),#e67e22,Colombia,3.4627583,-76.5223462
Centro de Salud Alfonso Young Valero,Primary Care (Level 1),#2ecc71,Colombia,3.4122977,-76.5226573
RED DE SALUD DEL SURORIENTE ESE - CENTRO DE SALUD ANTONIO NARIÑO,Primary Care (Level 1),#2ecc71,Colombia,3.4163732,-76.5079713
CORPORACIÓN CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS,General Hospital (Level 2),#e67e22,Colombia,3.45103,-76.5400364
GRUPO MEDICO ODONTOLÓGICO COLOMBIANO DE SALUD COLSALUD LTDA SEDE I,Specialized,#3498db,Colombia,3.4696942,-76.4981229
Centro de Reconocimiento de Conductores A Prueba U.t. Cali,General Hospital (Level 2),#e67e22,Colombia,3.4921826,-76.5153277
Depi Light Cali,General Hospital (Level 2),#e67e22,Colombia,3.4129294,-76.5409867
Centro de Diagnostico Citopatologico del Occidente Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4144642,-76.5378426
Servicios de Diagnostico Medico S.a.,General Hospital (Level 2),#e67e22,Colombia,3.4620536,-76.5304884
Centro de Salud Puerto Mallarino,Primary Care (Level 1),#2ecc71,Colombia,3.4493999,-76.4800481
Unidad de Salud Ocupacional Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4617069,-76.5269372
REHABILITACIÓN IMPLANTOLOGIA Y ESTÉTICA ORAL E U,General Hospital (Level 2),#e67e22,Colombia,3.4231958,-76.541161
PROVIDA # 8,General Hospital (Level 2),#e67e22,Colombia,3.4720538,-76.5114726
CLÍNICA INTERNACIONAL DEL OZONO - PORTAL DA SAUDE I.P.S.,General Hospital (Level 2),#e67e22,Colombia,3.4758944,-76.5239883
SERVICIOS MÉDICOS EMPRESARIALES LA TERMINAL,General Hospital (Level 2),#e67e22,Santiago de Cali,3.4707825,-76.526235
Sentir Fisioterapia Avanzada Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4643832,-76.5295398
LABORATORIO CLÍNICO SAN MARTIN SEDE B,General Hospital (Level 2),#e67e22,Colombia,3.4463297,-76.5006811
CENTRO RADIOLÓGICO ODONTOFACIAL CENTRIX,Specialized,#3498db,Colombia,3.4604317,-76.5313484
E.S.E. RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO HOSPITAL CAÑAVERALEJO,General Hospital (Level 2),#e67e22,Colombia,3.4577556,-76.5336201
FUNDACIÓN PARA LA SALUD UNISALUD SEDE ORIENTE,General Hospital (Level 2),#e67e22,Colombia,3.4206472,-76.4963963
Ips Comfandi Calipso,Primary Care (Level 1),#2ecc71,Colombia,3.4269784,-76.4996077
SONRÍA DAMA SALUD CALI CENTRO,General Hospital (Level 2),#e67e22,Colombia,3.4512446,-76.5337422
ÁNGEL DIAGNOSTICA S.A. SEDE AV. DEL RIO,General Hospital (Level 2),#e67e22,Colombia,3.4612971,-76.5257179
FISIOPRAXIS,General Hospital (Level 2),#e67e22,Colombia,3.3989056,-76.5441152
GENOMICS,General Hospital (Level 2),#e67e22,Colombia,3.4193204,-76.5419243
Unidad Medica Integral Ler Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4426557,-76.4951072
TRADI-SALUD LTDA (TRADICIONES EN SALUD LTDA) # 1,General Hospital (Level 2),#e67e22,Colombia,3.4618655,-76.5255553
REHABILITAMOS,General Hospital (Level 2),#e67e22,Colombia,3.4680285,-76.5286888
SERVICIOS DE LABORATORIOS CLÍNICO LTDA,General Hospital (Level 2),#e67e22,Colombia,3.4821273,-76.521889
SALUD INTEGRAL IPS LTDA ODONTOLOGÍA,Specialized,#3498db,Colombia,3.4311481,-76.5376044
Centro Medico Burgos,General Hospital (Level 2),#e67e22,Colombia,3.4524332,-76.4938781
PUESTO DE SALUD CRISTÓBAL COLON,Primary Care (Level 1),#2ecc71,Colombia,3.4233639,-76.5257288
MULTIOPTICAS # 1,General Hospital (Level 2),#e67e22,Colombia,3.4145147,-76.5405225
Cefes Eu Centro de Fisioterapia Especializado,General Hospital (Level 2),#e67e22,Colombia,3.4585994,-76.5331232
IPS Comfandi La Merced,Primary Care (Level 1),#2ecc71,Colombia,3.4832449,-76.5134932
CINCO ELEMENTOS CENTRO HOLÍSTICO & SPA,General Hospital (Level 2),#e67e22,Colombia,3.4681122,-76.5317496
FUNDACIÓN DE APOYO A LA SOLIDARIDAD FAS,General Hospital (Level 2),#e67e22,Colombia,3.4626358,-76.5250845
CLÍNICA DE OFTALMOLOGÍA DE CALI S.A. SEDE SANTA MÓNICA,Specialized,#3498db,Colombia,3.4681989,-76.5297933
ÓPTICA UNIVER ROOSEVELT,General Hospital (Level 2),#e67e22,Colombia,3.4083804,-76.4949552
Centro de Biomedicina Reproductiva del Valle S.a.,General Hospital (Level 2),#e67e22,Colombia,3.422534,-76.5447533
Ips Saludcoop Cali Centro,Primary Care (Level 1),#2ecc71,Colombia,3.4211177,-76.5459533
RADIOLOGÍA ESPECIALIZADA LIMITADA RADES LTDA,General Hospital (Level 2),#e67e22,Colombia,3.462595,-76.5247732
Ame Cali,General Hospital (Level 2),#e67e22,Colombia,3.4676265,-76.5257163
ESCENOGRAFÍA SAN JOSÉ GRUPO ESCENOGRÁFICO DEL SUR,General Hospital (Level 2),#e67e22,Colombia,3.4300896,-76.5368941
PUESTO DE SALUD ALIRIO MORA BELTRÁN,Primary Care (Level 1),#2ecc71,Colombia,3.4329205,-76.4818888
Provisalud Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4122604,-76.4684832
FUNDACIÓN PARA LIMITACIONES MÚLTIPLES FULIM,General Hospital (Level 2),#e67e22,Colombia,3.4242697,-76.4917339
Enfermeras Servicios Integrales Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4607108,-76.5326825
LA ÓPTICA DEL NORTE LTDA.,General Hospital (Level 2),#e67e22,Colombia,3.4627539,-76.5304322
COOPERATIVA DE TRABAJO ASOCIADO FÉNIX SALUD CTA - FÉNIX SALUD CTA,General Hospital (Level 2),#e67e22,Colombia,3.3927097,-76.5430702
FUNDACIÓN PARA LA ORIENTACIÓN FAMILIAR FUNOF CAPITULO CALI,General Hospital (Level 2),#e67e22,Colombia,3.4800311,-76.5213147
NÉMESIS DENTAL GROUP,General Hospital (Level 2),#e67e22,Colombia,3.4169349,-76.5413897
CLÍNICA DE ALERGIAS Y TERAPÉUTICAS ALTERNATIVAS FUNDALERGIAS LTDA,General Hospital (Level 2),#e67e22,Colombia,3.4345682,-76.546119
CENTRO DESALUD MARROQUÍN CAUQUITA,General Hospital (Level 2),#e67e22,Colombia,3.4277005,-76.48201
PROVIDA # 3,General Hospital (Level 2),#e67e22,Colombia,3.4296722,-76.5207926
POLICLINICO Y LABORATORIO DE DIAGNOSTICO DEL SUR N. 2,General Hospital (Level 2),#e67e22,Colombia,3.4103216,-76.5170577
IMAX RADIOLOGÍA ORAL SUR,General Hospital (Level 2),#e67e22,Colombia,3.4559727,-76.5340276
CLÍNICA SANTIAGO DE CALI,General Hospital (Level 2),#e67e22,Colombia,3.461728,-76.5277431
PUESTO DE SALUD LOS ÁLAMOS,Primary Care (Level 1),#2ecc71,Colombia,3.4849076,-76.5080566
JEES GESTIÓN COMERCIAL & CLÍNICAS ODONTOLÓGICAS,Specialized,#3498db,Colombia,3.4586689,-76.5282681
LA ÓPTICA LIMITADA SEDE IMBANACO,General Hospital (Level 2),#e67e22,Colombia,3.4124656,-76.5413644
Puesto de Salud Polvorines,Primary Care (Level 1),#2ecc71,Colombia,3.3758742,-76.5562152
FUNDACIÓN HOGARES CLARET - CENTRO DE REEDUCACIÓN DE ADICTOS,General Hospital (Level 2),#e67e22,Colombia,3.4596572,-76.533714
CENTRO DE RADIOLOGÍA ORAL Y MAXILOFACIAL,General Hospital (Level 2),#e67e22,Colombia,3.4298512,-76.5106808
UNIDAD DE ATENCIÓN BÁSICA NORORIENTE,General Hospital (Level 2),#e67e22,Colombia,3.4728043,-76.5077105
Centro de Salud Floralia,Primary Care (Level 1),#2ecc71,Colombia,3.4974825,-76.4918232
INSTITUTO DE GENÉTICA MEDICA CAROLINA ISAZA,General Hospital (Level 2),#e67e22,Colombia,3.4615371,-76.5288764
ÓPTICA OCAMPO,General Hospital (Level 2),#e67e22,Colombia,3.4476268,-76.5333508
CENTRO DE SALUD MANUELA BELTRÁN,Primary Care (Level 1),#2ecc71,Colombia,3.4275807,-76.4685758
Centro Medico Ip Salud Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4180652,-76.4940974
MÉDICOS EN SU CASA S.A.,General Hospital (Level 2),#e67e22,Colombia,3.451727,-76.5374787
PROVIVIR LABORATORIO CLÍNICO SEDE PRINCIPAL,General Hospital (Level 2),#e67e22,Colombia,3.41818,-76.4942122
Soto Limitada,General Hospital (Level 2),#e67e22,Colombia,3.4579802,-76.53532
CENTRO DE SALUD TERRÓN COLORADO,Primary Care (Level 1),#2ecc71,Colombia,3.4499584,-76.5576754
Puesto de Salud Vista Hermosa,Primary Care (Level 1),#2ecc71,Colombia,3.4604973,-76.5857238
Sociedad Cardiovascular de Imbanaco,Specialized,#3498db,Colombia,3.4855171,-76.5205027
CENTRO DE REHABILITACIÓN ESPECIALIZADA CERES IPS LTDA,Primary Care (Level 1),#2ecc71,Colombia,3.4232298,-76.5406373
PUESTO DE SALUD LA CAMPIÑA,Primary Care (Level 1),#2ecc71,Colombia,3.483508,-76.5303831
Fisioter Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4649467,-76.5316162
Forma Vital de Colombia S.a.,General Hospital (Level 2),#e67e22,Colombia,3.4653404,-76.5281085
OPTIKUS,General Hospital (Level 2),#e67e22,Colombia,3.4724467,-76.521127
Comfenalco Valle,General Hospital (Level 2),#e67e22,Colombia,3.4482809,-76.5328264
Puesto de Salud El Vergel,Primary Care (Level 1),#2ecc71,Colombia,3.4133027,-76.5007362
Ortho Clinic,General Hospital (Level 2),#e67e22,Colombia,3.4705382,-76.5247992
Global Therapy,General Hospital (Level 2),#e67e22,Colombia,3.4825661,-76.5280879
Sonrisalud E.u.,General Hospital (Level 2),#e67e22,Colombia,3.4649631,-76.5303137
FUNDACIÓN SALUD HOMBRE,General Hospital (Level 2),#e67e22,Cali,3.4669129,-76.5287411
GRUPO CARDIOLÓGICO DE LOS REMEDIOS SEDE SANTILLANA,Specialized,#3498db,Colombia,3.4604519,-76.5244259
RED DE SALUD DEL SURORIENTE ESE - PUESTO DE SALUD UNIÓN DE VIVIENDA POPULAR,Primary Care (Level 1),#2ecc71,Colombia,3.4094509,-76.5053782
Carmenza Flórez Estética Integral E.U.,Primary Care (Level 1),#2ecc71,Colombia,3.4804532,-76.4990141
Salud Coomeva Medicina Prepagada S.a. Upp Tequendama,General Hospital (Level 2),#e67e22,Colombia,3.4200521,-76.5451096
CENTRO MEDICO IMBANACO CMI SEDE No.7,General Hospital (Level 2),#e67e22,Colombia,3.4199775,-76.5449272
Salud Familiar S.a. I. P.s.,General Hospital (Level 2),#e67e22,Colombia,3.4234222,-76.5462552
PUESTO DE SALUD 7 DE AGOSTO,Primary Care (Level 1),#2ecc71,Colombia,3.4215013,-76.513226
CUERPO & COLOR CLÍNICA - SPA LTDA,General Hospital (Level 2),#e67e22,Colombia,3.3980331,-76.5441003
ORGANIZACIÓN VACUNEMOS COLOMBIA S.A,General Hospital (Level 2),#e67e22,Colombia,3.4383428,-76.5468154
COOPERATIVA DE TRABAJO ASOCIADO PARA LA INVESTIGACIÓN Y PROMOCIÓN DE LA SALUD - COMEDICA IPS SEDE NORTE,Primary Care (Level 1),#2ecc71,Colombia,3.4632201,-76.5233237
FUNDACIÓN OBRA SOCIAL SAN FRANCISCO DE PAULA DE LAS HERMANITAS DE LOS POBRES DE SAN PEDRO CLAVER,General Hospital (Level 2),#e67e22,Colombia,3.436103,-76.4970493
CLÍNICA NUEVA SONRISA ALFONSO LÓPEZ E.U.,General Hospital (Level 2),#e67e22,Colombia,3.4648943,-76.4837101
Puesto de Salud Petecuy Ii,Primary Care (Level 1),#2ecc71,Colombia,3.4793099,-76.4827291
Centro de Salud El Vallado,Primary Care (Level 1),#2ecc71,Colombia,3.4062775,-76.5025959
ROSEMBERT CENTER-CENTRO DE ESTÉTICA FACIAL Y CORPORAL,General Hospital (Level 2),#e67e22,Colombia,3.4358675,-76.5235756
Laboratorio Bioimagen Ltda C.m.f. Versalles,General Hospital (Level 2),#e67e22,Colombia,3.4658528,-76.5176171
PROVIVIR LABORATORIO CLÍNICO No.3,General Hospital (Level 2),#e67e22,Colombia,3.4189596,-76.502899
"""CORPORACIÓN SERVICIO DE REHABILITACIÓN ANTONIETA FAGE """"SALUD EDUCACIÓN""""""",General Hospital (Level 2),#e67e22,Colombia,3.410291,-76.5082381
CLÍNICA BASILIA S.A.,General Hospital (Level 2),#e67e22,Colombia,3.4191156,-76.543916
Ser Ocupacional,General Hospital (Level 2),#e67e22,Colombia,3.4872204,-76.5250734
ODONTOMEDIC,Specialized,#3498db,Colombia,3.4291943,-76.5270538
"""COOPERATIVA DE PROFESIONALES EN SALUD C.T.A . """"COOPENSALUD""""""",General Hospital (Level 2),#e67e22,Colombia,3.4479492,-76.5353463
"""OPTOMETRAS PARA EL CUIDADO DE LA SALUD VISUAL COOPERATIVA INTEGRAL """"COOPVISUAL""""""",General Hospital (Level 2),#e67e22,Colombia,3.4174722,-76.5422136
Servidoc S.a.,General Hospital (Level 2),#e67e22,Colombia,3.4661649,-76.5253101
HOSPITALITO INFANTIL NIÑO DIOS,General Hospital (Level 2),#e67e22,Colombia,3.4220137,-76.484108
CLINICENTRO CIUDAD JARDÍN,General Hospital (Level 2),#e67e22,Colombia,3.3638957,-76.5332624
Puesto de Salud Sena,Primary Care (Level 1),#2ecc71,Colombia,3.4631942,-76.5037309
CLÍNICAS GERIÁTRICAS,General Hospital (Level 2),#e67e22,Colombia,3.4359644,-76.5385619
City Dent Limitada,General Hospital (Level 2),#e67e22,Colombia,3.4004046,-76.5397184
FUNDACIÓN DAR AMOR - FUNDAMOR,General Hospital (Level 2),#e67e22,Colombia,3.309678,-76.5391303
CENTRO DE MEDICINA BIOLÓGICA DR. O`BYRNE Y CIA S. EN C.,General Hospital (Level 2),#e67e22,Colombia,3.4361126,-76.5428048
Dentilaser Cali Limitada Sede Centro,General Hospital (Level 2),#e67e22,Colombia,3.4522563,-76.532764
SINDICATO NACIONAL DE TRABAJADORES DE CARTÓN DE COLOMBIA - SINTRACARCOL,General Hospital (Level 2),#e67e22,Colombia,3.4678255,-76.5241163
MEJÍA JIMÉNEZ & CIA,General Hospital (Level 2),#e67e22,Colombia,3.4304724,-76.5429168
Provida # 2,General Hospital (Level 2),#e67e22,Colombia,3.4491054,-76.5210417
Centro de Salud El Rodeo,Primary Care (Level 1),#2ecc71,Colombia,3.4357258,-76.5039804
LABORATORIO CLÍNICO SAN MARTIN SEDE E,General Hospital (Level 2),#e67e22,Colombia,3.4100119,-76.5144942
ÓPTICA VALLE,General Hospital (Level 2),#e67e22,Colombia,3.4519304,-76.5314964
CRC 124 ROOSEVELT,General Hospital (Level 2),#e67e22,Colombia,3.4230461,-76.5412248
CORPORACIÓN IPS SALUDCOOP OCCIDENTE CLÍNICA SALUDCOOP CALI,Primary Care (Level 1),#2ecc71,Colombia,3.4540816,-76.5357952
Perinatologos Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4627502,-76.522526
PUESTO DE SALUD RICARDO BALCÁZAR,Primary Care (Level 1),#2ecc71,Colombia,3.4353797,-76.4905597
Previmedic S.a. Agencia Cali,General Hospital (Level 2),#e67e22,Colombia,3.4427908,-76.4865481
Laboratorio Bioimagen Ltda Paso Ancho,Primary Care (Level 1),#2ecc71,Colombia,3.4094653,-76.5342439
FISIOTERAPIA - CENTRO ESPECIALIZADO E.U.,General Hospital (Level 2),#e67e22,Colombia,3.4821516,-76.515584
Centro Medico Familiar Pasoancho Cruz Blanca Eps S.a.,Primary Care (Level 1),#2ecc71,Colombia,3.4095169,-76.5342272
Centro de Salud Santiago Rengifo,Primary Care (Level 1),#2ecc71,Colombia,3.4363698,-76.4982047
RED DE SALUD DEL SURORIENTE ESE - PUESTO DE SALUD MARIANO RAMOS,Primary Care (Level 1),#2ecc71,Colombia,3.40229,-76.5145937
LENTES Y MONTURAS SANTA MARÍA SALUD VISUAL IPS KM 30,Primary Care (Level 1),#2ecc71,Colombia,3.4253819,-76.4765147
CENTRO ODONTÓLOGOS ESPECIALISTAS,General Hospital (Level 2),#e67e22,Colombia,3.4627721,-76.5240751
Cuidado Medico Integral E U,General Hospital (Level 2),#e67e22,Colombia,3.4297876,-76.53589
Centro de Salud La Rivera,Primary Care (Level 1),#2ecc71,Colombia,3.4746807,-76.4903096
CRC 351 CALI LA 70,General Hospital (Level 2),#e67e22,Colombia,3.4925974,-76.5171678
FUNDACIÓN PARA EL SERVICIO INTEGRAL DE ATENCIÓN MEDICA - FUNDACIÓN SIAM - SEDE CALI,General Hospital (Level 2),#e67e22,Colombia,3.4063134,-76.4934689
FUNDACIÓN SERVICIOS INTEGRALES PARA LA MUJER SI MUJER,General Hospital (Level 2),#e67e22,Colombia,3.457305,-76.5276464
CLÍNICA LOS ANDES S.A.,General Hospital (Level 2),#e67e22,Colombia,3.4187107,-76.5416499
Inversiones Isaza y Osorio Scs,General Hospital (Level 2),#e67e22,Colombia,3.4175007,-76.5399192
Centro Medico Ocupacional Santa Clara Limitada,General Hospital (Level 2),#e67e22,Colombia,3.4628414,-76.5232181
Centro de Salud Ramiro Guerrero,Primary Care (Level 1),#2ecc71,Colombia,3.4363445,-76.5310162
Human Fine Limitada,General Hospital (Level 2),#e67e22,Colombia,3.4192894,-76.5417523
BRACKET`S ODONTOLOGÍA INTEGRAL,Specialized,#3498db,Colombia,3.3979956,-76.53959
CENTRO ODONTOLÓGICO DEL VALLE LTDA,Specialized,#3498db,Colombia,3.4772771,-76.5256431
A A Splendor Center,General Hospital (Level 2),#e67e22,Colombia,3.4172813,-76.5426037
LAFAM VISIÓN CENTER No.2,General Hospital (Level 2),#e67e22,Colombia,3.4619255,-76.5286968
COOMEVA PREPAGADA - SINERGIA SALUD,General Hospital (Level 2),#e67e22,Colombia,3.3756307,-76.5376709
Riesgos de Fracturas .a.,General Hospital (Level 2),#e67e22,Colombia,3.4300771,-76.5368415
LABORATORIO CLÍNICO SAN MARTIN SEDE G,General Hospital (Level 2),#e67e22,Colombia,3.4610046,-76.4817996
Centro de Reconocimiento de Conductores Avalamos Ltda,General Hospital (Level 2),#e67e22,Colombia,3.4243731,-76.5406582
CENTRO ELECTRO AUDICTIVO NACIONAL AL SERVICIO DE LA REHABILITACIÓN LTDA.,General Hospital (Level 2),#e67e22,Colombia,3.4785949,-76.5183328
UNIDAD DE ATENCIÓN BÁSICA SAN FERNANDO,General Hospital (Level 2),#e67e22,Colombia,3.4348405,-76.5388449
CENTRO DIABETOLOGICO DEL VALLE LTDA - CEDIVA LTDA,General Hospital (Level 2),#e67e22,Colombia,3.3914098,-76.5442174
C R C 350 AV. 3 NTE,General Hospital (Level 2),#e67e22,Colombia,3.4487653,-76.5354381
Laboratorio Medico Dr. Guillermo Montes,General Hospital (Level 2),#e67e22,Colombia,3.4632157,-76.5240844
CORPORACIÓN DE LUCHA CONTRA EL SIDA,General Hospital (Level 2),#e67e22,Colombia,3.4240121,-76.540341
PROVIDA # 10,General Hospital (Level 2),#e67e22,Colombia,3.4767294,-76.4859831
SALUD COOMEVA MEDICINA PREPAGADA S.A. UNIDAD DE PROMOCIÓN Y PREVENCIÓN,General Hospital (Level 2),#e67e22,Colombia,3.4682233,-76.5298711
ÓPTICAS GMO T 24,General Hospital (Level 2),#e67e22,Colombia,3.4531049,-76.5305733
Centro de Salud Panamericano,Primary Care (Level 1),#2ecc71,Colombia,3.4123618,-76.5331089
MULTIOPTICAS # 5,General Hospital (Level 2),#e67e22,Colombia,3.4131897,-76.5409104
CLÍNICA ODONTOLÓGICA COMFANDI SANTA ROSA,Specialized,#3498db,Colombia,3.4480286,-76.5343016
Puesto de Salud Popular,Primary Care (Level 1),#2ecc71,Colombia,3.4726332,-76.5094972
A.SÁNCHEZ RADIÓLOGOS & CIA,General Hospital (Level 2),#e67e22,Colombia,3.4628897,-76.5247942
CLÍNICAS MATIZZ,General Hospital (Level 2),#e67e22,Colombia,3.42729,-76.5381137
HOSPITAL JOAQUÍN PAZ BORRERO,General Hospital (Level 2),#e67e22,Comuna 7,3.4652723,-76.4822107
Puesto de Salud La Paz,Primary Care (Level 1),#2ecc71,Colombia,3.4549044,-76.560443
ÁNGEL DIAGNOSTICA S.A. SEDE LA MERCED,General Hospital (Level 2),#e67e22,Colombia,3.4510272,-76.5363608
PROVIDA # 7,General Hospital (Level 2),#e67e22,Colombia,3.4094999,-76.5171575
Coordinadora Medica de Salud Ips,Primary Care (Level 1),#2ecc71,Colombia,3.4161174,-76.5406531
Salud Ocupacional y Medicinas Alternativas,General Hospital (Level 2),#e67e22,Colombia,3.46429,-76.5238701
Ips Saludcoop Cali Sur,Primary Care (Level 1),#2ecc71,Colombia,3.3981303,-76.5386809
HUBERT RUIZ ÓPTICA LTDA,General Hospital (Level 2),#e67e22,Colombia,3.4613508,-76.5321096
