Name,Type,Complexity,City,Latitude,Longitude
Puesto de salud,hospital,Medium,Colombia,3.8093875,-73.5473704
Centro de Salud de Primer Nivel,hospital,Medium,Colombia,3.2687864,-73.3757558
La clínica CDC,clinic,Low,Colombia,3.4259682,-76.5442236
Hospital ortopédico,hospital,Medium,Colombia,3.4196805,-76.5436923
Clínica cristo rey Central de ortopedistas,clinic,Low,Colombia,3.4617958,-76.5267605
Hospital mama dominga,hospital,Medium,Colombia,2.6412775,-76.5276877
HOSPITAL,hospital,Medium,Colombia,3.796352,-73.8363069
centro de salud Covarachia,hospital,Medium,Colombia,6.4997876,-72.7387079
Hospital Municipal,hospital,Medium,Colombia,3.3855849,-74.0430218
Hospital Municipal,hospital,Medium,Colombia,3.7115659,-73.2418184
hospital,hospital,Medium,Colombia,3.9341389,-75.2180757
Hospital Federico Arbelaez,hospital,Medium,Colombia,4.0670161,-74.686509
Hospital Educardo Santos Nivel II,hospital,Medium,La Unión,1.6044675,-77.1308326
Centro de Salud Luiis Acosta E.S.E,hospital,Medium,Colombia,1.5998142,-77.1273896
Hospital Luis A coral E.S.E,hospital,Medium,Colombia,1.5075161,-77.0508212
Urgencias delNorte SAS,hospital,Medium,Colombia,6.3330822,-75.556573
Dr. Diego Cardona,clinic,Low,Colombia,5.4554063,-75.6501393
Cemtro de Salud de Los Andes,clinic,Low,Colombia,1.4967712,-77.5205972
Cardioprevent sas,clinic,Low,Colombia,3.4205176,-76.5471894
Centro de Salud Chapa,hospital,Medium,Colombia,2.1933921,-76.6323828
Medical Center,hospital,Medium,Colombia,6.5308633,-72.7746157
Medical Center,clinic,Low,Colombia,5.6113828,-75.5412858
Clínica morásurco,clinic,Low,Colombia,1.2325248,-77.2835675
Hospital,hospital,Medium,Colombia,2.7775142,-76.3248367
Centro médico La Quinta,clinic,Low,Colombia,4.4365176,-75.2134681
San Francisco,clinic,Low,Colombia,2.7314428,-76.7085398
Mesalud,clinic,Low,Colombia,4.6244341,-74.4695821
Salud en casa EPS Sura,clinic,Low,Colombia,6.2521768,-75.5982253
Hospital Piamonte,hospital,Medium,Colombia,1.1170728,-76.3284837
Hospital Isnos,hospital,Medium,Colombia,1.9241132,-76.2166132
Centenario,clinic,Low,Colombia,3.0062353,-76.4809789
Salud,clinic,Low,Colombia,2.5864932,-76.7857331
IPS Totoguampa,clinic,Low,Colombia,2.5508157,-76.0651949
Centro medico a 67,clinic,Low,Colombia,6.3073649,-75.5654367
SURA Comfama,clinic,Low,Colombia,6.2641273,-75.5971144
IPS Universitaria,clinic,Low,Colombia,6.2682175,-75.5685643
Salud Visual San Diego,clinic,Low,Medellín,6.2300922,-75.5684574
Clínica Tundama,hospital,Medium,Colombia,5.8275838,-73.0360606
Centro de salud Enciso,clinic,Low,Colombia,6.2507081,-75.550144
Centro Medico Santa Ana,hospital,Medium,Guarne,6.2814968,-75.4433262
Clínica IPS Casalud,clinic,Low,Vélez,6.0156327,-73.674518
Puesto de salud loma de la virgen,hospital,Medium,Colombia,2.4283846,-76.6147127
Federico Arbelaez sede Tres Esquinas,hospital,Medium,Colombia,3.8647618,-74.711604
IPS Julián Carlosama,hospital,Medium,Colombia,1.0815462,-77.6156764
Hospital Indígena,hospital,Medium,Colombia,1.0837574,-77.6102073
Centro de Salud,hospital,Medium,Colombia,1.0592266,-77.5654156
Centro Médico San Camilo,clinic,Low,Medellín,6.2651087,-75.5642409
IPS universitaria Leon XIII,clinic,Low,Colombia,6.266554,-75.56391
Centro de Fracturas Cefra S.a.,hospital,Medium,Colombia,6.2102283,-75.5763173
Centro de Salud Carpinello,clinic,Low,Colombia,6.286615,-75.541254
Metrosalud Enciso,clinic,Low,Colombia,6.2505888,-75.550023
Centro de Salud Pablo Vi,clinic,Low,Colombia,6.3041919,-75.5528485
Centro de Salud Villa del Socorro,clinic,Low,Colombia,6.29575,-75.5546392
Centro de Salud San Blas,clinic,Low,Colombia,6.280886,-75.548404
Centro de Salud Villatina,clinic,Low,Colombia,6.2375294,-75.5413127
Torre Medica de Prado,clinic,Low,Colombia,6.261618,-75.5616611
Fracturas y Rayos X de Antioquia,clinic,Low,Colombia,6.2694623,-75.5588883
Hospital Infantil Clinica Noel,hospital,Medium,Colombia,6.2609231,-75.5615089
CENTRO DE SALUD POPULAR 1,clinic,Low,Colombia,6.2972595,-75.5490022
Centro de Salud Moravia,clinic,Low,Colombia,6.2747449,-75.5662117
CENTRO POLICLÍNICO S.A.,hospital,Medium,Colombia,6.2486808,-75.5652647
Centro Medico y Odont. Oralser,clinic,Low,Colombia,6.257722,-75.564828
Para su salud,hospital,Medium,Colombia,4.3270526,-74.3584045
Hospital Luis Ablanque de la Plata,hospital,High,Buenaventura,3.8822338,-77.0648647
Clínica del Colon,clinic,Low,Colombia,3.4211957,-76.5443233
Puesto de Salud San Antonio del Chamí,hospital,Medium,Colombia,5.4167529,-75.904476
Puesto de Salud Río Mistrató,hospital,Medium,Colombia,5.3784181,-76.0016112
Puesto de Salud La Madera,clinic,Low,Colombia,6.0188296,-75.3345389
Ips Nueva Eps,hospital,Medium,Buenaventura,3.8823894,-77.0635945
Centro de Salud Santo Domingo,clinic,Low,Colombia,0.3343864,-74.1143087
Puesto de Salud Remolinos,clinic,Low,Colombia,0.5908332,-74.4025482
Centro de Salud Santa Fe,clinic,Low,Colombia,1.0027382,-74.7063071
Medicina Funcional Samsara,clinic,Low,Colombia,4.5606238,-75.657082
Medical Center,clinic,Low,Colombia,4.4585531,-75.2358656
Proenso,clinic,Low,Colombia,4.5381062,-75.6674787
Terapias Integrales IPS,clinic,Low,Colombia,4.136234,-73.6349215
Clínica de fracturas Ltda,clinic,Low,Pereria,4.8028159,-75.6855492
Veterinaria valle de atriz,clinic,Low,Colombia,1.216828,-77.2858337
E.s.e Las Mercedes,hospital,Medium,Colombia,1.6969514,-78.2501323
Puesto de Salud,hospital,Medium,Colombia,6.9082308,-73.6279972
Puesto de salud,clinic,Low,Colombia,2.5344125,-76.0852917
puesto de salud el toboso,hospital,Medium,Colombia,6.7629834,-73.518075
puesto de salud,hospital,Medium,Colombia,6.9363199,-73.414385
Previa IPS,hospital,Medium,Colombia,4.3118555,-72.0788236
Unidad Renal RTS,clinic,Low,Pereira,4.7963286,-75.6922062
UAB Villanueva,clinic,Low,Colombia,6.2556262,-75.5642377
EPS San Sebastian,clinic,Low,Colombia,2.3933874,-75.8897276
Medical Center,hospital,Medium,Colombia,6.2075403,-75.390771
"CEDE Hospital San Juan de Dios, Zona de Participación Vecinal: Vegas el Fonce",hospital,High,Zona de Partipación Vecinal: Vegas del Fonce,6.5547626,-73.1452809
UAB Florida,clinic,Low,Colombia,6.2705286,-75.5765702
E. S. E. Camilo Trujillo Silva,hospital,Medium,Colombia,1.724052,-76.1345166
ESE Salud del Tundama,clinic,Low,Colombia,5.8335702,-73.0260453
E.S.E Maria Cristina Cobo Mahecha,hospital,Medium,Colombia,1.9588834,-72.6543689
Sala de Masajes en Villavicencio,hospital,Medium,Villavicencio,4.1069001,-73.6526131
Oceania,clinic,Low,Colombia,2.4538801,-76.6043938
Ipsi Minga,hospital,Medium,Colombia,2.454856,-76.601767
Unidad Oncológica Surcolombiana SAS,clinic,Low,Colombia,2.9306172,-75.2818514
Medical Center,hospital,Medium,Colombia,6.2586175,-75.5859105
Medical Center,clinic,Low,Colombia,6.239751,-75.5799335
Salud Integral el Nogal,clinic,Low,Colombia,6.2382898,-75.5968081
Grupo Coomeva,clinic,Low,Colombia,6.2389021,-75.5931744
Coopsana Sura,clinic,Low,Colombia,6.253506,-75.5836973
Puesto de salud Alto Aguacatal,clinic,Low,Colombia,3.5205941,-76.5980342
Metrosalud Estadio,hospital,Medium,Colombia,6.2559753,-75.589549
Savia Salud,hospital,Medium,Colombia,6.2509058,-75.6027051
IPS Prosalco San Juan,clinic,Low,Colombia,6.2517335,-75.6066415
EPS Sura San Juan,clinic,Low,Colombia,6.251376,-75.6066919
Clínica Cristo Rey,clinic,Low,Colombia,3.4603059,-76.5288426
IPS La Rivera,clinic,Low,Colombia,3.4742359,-76.490479
Cruz Roja,hospital,Medium,Colombia,4.4374542,-75.2150718
Punt Fin EPS Seguridad Industrial,hospital,Medium,Colombia,6.2634902,-75.5867116
IPS Comfama Sura,clinic,Low,Colombia,6.1568312,-75.6429009
Drogeria Santa  Gema,hospital,Medium,Colombia,6.238371,-75.606186
Medical Center,hospital,Medium,Colombia,3.3771218,-76.3269131
Ese Popayán - Yanaconas,clinic,Low,Colombia,2.4548804,-76.5865406
Centro Ortopédico de Nariño,clinic,Low,Colombia,1.2170916,-77.2832727
Centro de Salud Señor de los Milagros,hospital,Medium,Colombia,0.9224843,-77.5684863
Medical Center,hospital,Medium,Colombia,6.7260934,-75.2865252
Yarmuk Medical Center,hospital,Medium,Colombia,5.8101025,-73.0297051
Centro Especializado Sabana,clinic,Low,Colombia,6.1577475,-75.6145459
Hospital de Candelaria,hospital,Medium,Colombia,3.4116885,-76.3485003
Salud Total EPS,clinic,Low,Colombia,6.2505903,-75.5991446
metro salud san javier,hospital,Medium,Colombia,6.2543018,-75.6203308
Mediseasum,hospital,Medium,Chiquinquirá,5.6135594,-73.8178575
galenos,hospital,Medium,Colombia,5.6137783,-73.8176148
Clínica El Rosario,hospital,High,Colombia,6.2556022,-75.5565512
Hospital San Jose,hospital,Medium,Colombia,5.8761476,-73.5747461
Tranvia Plaza,clinic,Low,Colombia,6.2449911,-75.5611568
Pedregosa,clinic,Low,Colombia,2.6705069,-76.6398002
Casa Prot,hospital,Medium,Colombia,5.5001953,-75.6102639
IPS San Sebastian,clinic,Low,Pereira,4.8157062,-75.7010505
Inyectología El Lago,clinic,Low,Pereira,4.8151899,-75.6994015
Coomeva EPS,clinic,Low,Pereira,4.8070369,-75.6816377
Medical Center,hospital,Medium,Colombia,5.3388709,-75.8152717
Medical Center,clinic,Low,Pereira,4.8082851,-75.6788537
Clinica Orva Medical Group,clinic,Low,Colombia,3.4207423,-76.5439381
EPS Sanitas,clinic,Low,Pereira,4.812956,-75.7115775
Hospital Departamental,hospital,Medium,Puerto Gaitán,4.3123319,-72.0806877
Sanar IPS,clinic,Low,Puerto Gaitán,4.3119521,-72.0792284
Unidad intermedia Centro ESE Salud Pereira,hospital,High,Pereira,4.8171735,-75.7123001
Hospital Universitario Clínica San Rafael,hospital,Medium,Pereira,4.7986891,-75.6894004
Unidad Renal del Sarare,clinic,Low,Colombia,6.9511021,-71.886641
Central de Urgencias Louis Pasteur,hospital,Medium,Colombia,4.2022145,-74.6419319
Integral salud del Cauca,clinic,Low,Colombia,2.4561545,-76.5983487
Alcohólicos Anónimos,clinic,Low,Colombia,5.5991157,-75.8184711
Medical Center,clinic,Low,Colombia,3.4233824,-76.5507419
Idime,clinic,Low,Colombia,4.5472625,-75.6667884
Urgencias Clínica Farallones,clinic,Low,Cali,3.4098928,-76.539151
Puesto de salud de Subia,clinic,Low,Colombia,4.4677513,-74.3840879
Puesto de salud Bajo Calima,hospital,Medium,Colombia,3.9978679,-76.9752609
Clínica Odontológica Oral Láser,clinic,Low,Colombia,6.2041283,-75.5769617
CediMed,clinic,Low,Colombia,6.2068143,-75.570941
Clínica Clofán,clinic,Low,Colombia,6.223327,-75.5749033
IQ InterQuirófanos,clinic,Low,Colombia,6.2064259,-75.5701608
Clínica PROMTA - Sede Rionegro,clinic,Low,Colombia,6.1406693,-75.3775989
CENDIATRA IBAGUE CR 5,clinic,Low,Colombia,4.4399772,-75.2250977
Medical Center,clinic,Low,Colombia,5.833767,-73.0291425
Medical Center,clinic,Low,Colombia,5.8100725,-73.0633736
Hospital Regional de Moniquirá Sede Centro,hospital,Medium,Moniquirá,5.8784251,-73.5710914
IPS Sura Aventura Plaza,clinic,Low,Colombia,3.3681109,-76.5300396
Drogueria Juan XXIII,hospital,Medium,Comuna 4 - Aranjuez,6.2821031,-75.5610656
Fundación Valle del Lili,clinic,Low,Colombia,3.2588009,-76.5581912
clinica valle del sol,hospital,Medium,sogamoso,5.7094879,-72.9355479
Medical Center,hospital,Medium,Colombia,2.448138,-75.7729155
Metrosalud picacho,clinic,Low,Colombia,6.2978871,-75.5835605
ESE primer nivel Makatoa,clinic,Low,Colombia,3.5286741,-73.7024183
IPS Sikuaso Tame,clinic,Low,Colombia,6.4652166,-71.7344742
Clínica Santa Cruz de la Loma,hospital,High,Colombia,6.5526303,-73.1350505
IPS Sikuaso,hospital,Medium,Colombia,6.4652165,-71.7344761
clinica busi y medicina integral,clinic,Low,Colombia,3.26039,-76.5418291
Sikuaso IPSI Tame,hospital,Medium,Colombia,6.4652074,-71.7344785
Centro de Salud El Popular,clinic,Low,Colombia,4.1400901,-73.6146619
Centro de Salud Barzal,clinic,Low,Colombia,4.1467398,-73.6386427
Centro de Salud Porvenir,clinic,Low,Villavicencio,4.1478627,-73.6299464
CENTRO DE SALUD 12 DE OCTUBRE,clinic,Low,Colombia,4.1595216,-73.6515375
Puesto de Salud Kirpas,clinic,Low,Comuna 5,4.1193828,-73.5857131
Famedic Atencion Medica,clinic,Low,Villavicencio,4.1457467,-73.6390423
Nueva Clinica El Barzal,clinic,Low,Comuna 2,4.1464812,-73.6393678
Clinica Materno Infantil San Rafael,clinic,Low,Villavicencio,4.1451493,-73.6353165
Centro Médico Sanitas - MultiSalud,clinic,Low,Villavicencio,4.1404492,-73.6393362
IPS Multisalud Barzal,clinic,Low,Villavicencio,4.1443088,-73.6358723
Comfenalco sede jamundi,clinic,Low,Colombia,3.2596583,-76.543588
EPS sanitas,clinic,Low,Colombia,3.2604938,-76.5430114
Eps S.o.s,hospital,Medium,Buenaventura,3.8900656,-77.0782804
Sanitas EPS,clinic,Low,Colombia,3.4621221,-76.5292278
EPS Sanitas,hospital,Medium,Colombia,1.2179302,-77.2886586
Medical Center,hospital,Medium,Colombia,4.5109516,-76.2390783
Latin Surgery Círugia Plástica,hospital,Medium,Cali,3.420947,-76.5464541
Medical Center,clinic,Low,Colombia,1.2910635,-77.3581855
Hospital San Ricardo Pampuri,hospital,High,Colombia,6.9550334,-71.8822931
Dra Diamond - Medicina Estética y Tricologia,clinic,Low,Envigado,6.1529237,-75.5377568
EPS Sanitas,clinic,Low,Colombia,2.4547391,-76.6022441
EPS Sura,hospital,Medium,Colombia,4.5503609,-75.6596538
Unidad de Atencion San Sebastian,hospital,Medium,SAN SEBASTIÁN,1.8389733,-76.7668225
Unidad de atencion Almaguer,hospital,High,Almaguer,1.9134809,-76.85655
Clinica Risaralda,clinic,Low,Pereira,4.8161142,-75.6939909
HOSPITAL,hospital,Medium,Colombia,1.5954289,-77.0124261
tomas uribe,hospital,Medium,Colombia,4.0822238,-76.1880748
E.S.E Hospital La María,hospital,Medium,Colombia,6.2379517,-75.5714719
Centro de Especialistas,hospital,Medium,Colombia,4.5450638,-75.6628805
Colsanitas,clinic,Low,Colombia,4.5530656,-75.6577339
Clínica Oftalmológica de Medellín,clinic,Low,Medellín,6.2060078,-75.5600676
Neurovida,clinic,Low,Colombia,6.2448489,-75.5940696
Óptica Visión Integrados,clinic,Low,Colombia,6.2390913,-75.5877455
AMI Salud IPS,clinic,Low,Anserma,5.2288753,-75.7879295
Mycar IPS,clinic,Low,Anserma,5.2289289,-75.7879159
Sanidad Aeroportuaria,clinic,Low,Colombia,6.1723821,-75.4284318
Junta Defensa Civil Belen de lños Andaquies,hospital,High,Colombia,1.4157007,-75.871051
Hospital mental Nuestra Señora del Perpetuo Socorro,hospital,Medium,Colombia,1.2099002,-77.295084
Centro de salud Cincelada,clinic,Low,Colombia,6.2386828,-73.0779686
Hospital Santa Catalina,clinic,Low,Colombia,4.7599699,-76.2226364
Biomedical Esthetic Center,clinic,Low,Medellín,6.2034201,-75.5765133
Clínica Calambeo,hospital,Medium,Colombia,4.4496808,-75.2293005
Federico Lleras Acosta,hospital,High,Colombia,4.4332685,-75.2191925
Hospital Federico Lleras Acosta E.S.E. - Sede El Limonar,hospital,Medium,Ibagué,4.4356241,-75.2046962
Centro Médico Javeriano,hospital,Medium,Colombia,4.4332841,-75.2101306
Hospital regional del libano Segundo nivel ESE,hospital,Medium,Colombia,4.9207997,-75.0579393
Pabellón de Salud Mental,hospital,Medium,Colombia,6.2622682,-75.564473
Policlínica,clinic,Low,Colombia,6.263886,-75.5655879
Hospital de San Antonio,hospital,Medium,Colombia,4.7786636,-74.7663922
Confa San Marcel,clinic,Low,Colombia,5.035772,-75.4688382
Centro de Salud La Loma,hospital,Medium,Colombia,6.2719055,-75.6310701
Instituto del Corazón,hospital,Medium,Colombia,5.0832105,-75.5262608
Hospital Infantil Universitario Rafael Henao Toro,hospital,Medium,Colombia,5.0638458,-75.4987334
Hospital Zamora,hospital,Medium,Colombia,6.3094961,-75.5518507
Clínica Sharon,hospital,Medium,Colombia,4.4403405,-75.1858666
Cafesalud,hospital,Medium,Ibagué,4.4354461,-75.2188542
Clínica los Remansos,hospital,High,ibague,4.4368706,-75.2196601
Oncomedic Sede Salud@rte,hospital,Medium,Ibague,4.4379678,-75.2190375
Medigen,hospital,High,Ibague,4.4380044,-75.218294
Salud total,hospital,Medium,Colombia,4.4442215,-75.2329311
Hospital de San José,hospital,Medium,Colombia,2.5657937,-72.642257
Hospital Regional de Duitama,hospital,Medium,Colombia,5.8114595,-73.0311735
Centro Hospital 1D Santa Mónica,hospital,Medium,Colombia,1.2047476,-77.2540181
Unidad Hospitalaria San Javier,hospital,Medium,Colombia,6.2542939,-75.620306
Santa Gracia,clinic,Low,Popayán,2.4595051,-76.603023
Hospital Universitario San José,hospital,High,Popayán,2.4499104,-76.5999207
Hospital San Pedro,hospital,High,Colombia,1.2247313,-77.2920107
Clínica Meta,hospital,High,Colombia,4.1444206,-73.6371031
Puesto de salud Zulia,hospital,Medium,Colombia,5.6148186,-74.0444128
IPS Municipal de Cartago,hospital,Medium,Colombia,4.7519309,-75.9024071
Clínica Victoriana,hospital,Medium,Colombia,6.2559798,-75.5634311
IPS ESE Hospital Departamental Tomás Uribe Uribe,hospital,High,Colombia,4.0819446,-76.1880913
Centro de salud florencia,hospital,Medium,Colombia,6.3083655,-75.569631
Hospital Infantil Los Ángeles,hospital,High,Colombia,1.2232089,-77.2800117
Hospital Departamental de Nariño,hospital,High,Colombia,1.204898,-77.2681577
Cruz Roja Colombiana,hospital,Medium,Colombia,1.2130072,-77.2828278
Hospitál Civil,hospital,High,Colombia,1.2190257,-77.2697368
Unidad Hospitalaria de Buenos Aires,hospital,Medium,Comuna 9 - Buenos Aires,6.2417488,-75.5537389
Hospital Concejo de Medellín,hospital,Medium,Colombia,6.2683059,-75.5583297
Clínica El Sagrado Corazón,hospital,Medium,Comuna 9 - Buenos Aires,6.2427225,-75.5572768
ESE Guapi,hospital,Medium,Colombia,2.5736183,-77.8857175
Parque de la Salud Anolaima,hospital,Medium,Colombia,4.7671885,-74.448672
ESE Norte III Puerto Tejada,hospital,Medium,Colombia,3.2269142,-76.4216844
"ESE Occidente, Punto de atención Lopez de Micay",hospital,Medium,Colombia,2.8462247,-77.2484703
Hospital Susana Lopez de valencia,hospital,Medium,Colombia,2.43728,-76.6192954
Hospital Venancio Díaz Díaz,hospital,High,Sabaneta,6.147996,-75.6218066
Hospital Del Sur Usi Ricaurte,hospital,High,Colombia,4.432277,-75.2444561
Puesto de Salud de Miraflor,clinic,Low,Colombia,1.0297304,-76.4393067
Centro de Salud Villa Laura,hospital,Medium,Colombia,6.2460175,-75.6197524
ESE Norte II Punto de atención Caloto,hospital,Medium,Colombia,3.0322231,-76.4086785
Clínica Las Americas,hospital,High,Colombia,1.2209202,-77.281844
Hospital Pablo Tobón Uribe,hospital,High,Medellin,6.2773157,-75.5797119
Unidad Médica Del Sarare,clinic,Low,Colombia,6.95517,-71.8813319
Clínica Marta,hospital,High,Colombia,4.1469768,-73.6391145
Hospital Regional,hospital,High,Colombia,4.1438459,-73.6449621
Hospital Regional de Vélez,hospital,High,Vélez,6.0156501,-73.673858
IPS Clínica Fundacion ESENSA - Cali,hospital,Medium,Colombia,3.4156086,-76.5380171
Medical Center,clinic,Low,Colombia,3.3797194,-76.5370666
Hospital Municipal,hospital,Medium,Colombia,2.3543188,-76.6857811
Clínica de Oftalmología Sandiego,clinic,Low,Medellín,6.2289005,-75.5692414
Clínica Junical San Sebastián,clinic,Low,Girardot,4.2961559,-74.8004796
Clínica Junical San Sebastián,clinic,Low,Girardot,4.2957122,-74.8003671
Clínica San Rafael,clinic,Low,Girardot,4.2967243,-74.7972859
Clínica San Rafael,clinic,Low,Girardot,4.2967139,-74.7973124
Medical Center,clinic,Low,Colombia,6.4637763,-72.4134777
Antonio Nariño,clinic,Low,Colombia,3.0006084,-76.4891719
Villa Rica,hospital,Medium,Colombia,3.1736391,-76.4591904
Medical Center,clinic,Low,Colombia,3.2337214,-76.4239457
Toribio Maya,hospital,High,Popayán,2.4852694,-76.5636931
Hospital San Antonio del Tequendama ESE,hospital,High,Colombia,4.6166419,-74.3518519
IPS Fundacion Hospital San José de Buga,hospital,High,Colombia,3.9062953,-76.2921631
Clínica del Prado - Sede Ciudad del Río,hospital,High,Colombia,6.2224098,-75.5748752
Medical Center,hospital,Medium,Colombia,4.7994158,-74.7410356
Clinica Nuestra,hospital,High,ibague,4.4304612,-75.2000392
IPS ESE Hospital Municipal San Roque,hospital,High,Colombia,3.764893,-76.3354959
IPS Clínica Urgencias Médicas S.A.S,hospital,High,Colombia,3.9001114,-76.3094117
Cooperativa de Salud San Esteban,hospital,High,Colombia,6.278282,-75.6361414
Unidad Hospitalaria San Cristóbal. Metrosalud.,hospital,Medium,Colombia,6.2788851,-75.635892
Centro Médico Génesis. Dr. Mario León Uribe.,hospital,Medium,Colombia,6.2779046,-75.6354349
IPS ESE Hospital Local de Yotoco,hospital,High,Colombia,3.8616482,-76.3849139
Hospital Gilberto Mejia Mejia,hospital,High,Rionegro,6.1487805,-75.3898508
Hospital de Padilla,hospital,Medium,Colombia,3.2246814,-76.3108773
CENTRO DE SALUD,hospital,Medium,Colombia,5.8253151,-73.0762149
Ricardo Acosta,hospital,Medium,Colombia,5.1202671,-75.0238814
Hospital Santa Ana,hospital,Medium,Colombia,5.5336856,-74.1018823
Piamonte,hospital,Medium,Colombia,1.1141018,-76.3242934
CENTRO DE SALUD MORALES DUQUE,clinic,Low,SANTANDER DE QUILICHAO,3.0120392,-76.4886804
Hospital Guachene,hospital,Medium,Colombia,3.1341368,-76.3912309
Hospital San Juan de Dios,hospital,High,Colombia,4.5560729,-75.6561521
IPS Clínica Mariangel - Dumian Medical,hospital,High,Colombia,4.0835384,-76.1853538
Clínica Cardio Vid,hospital,Medium,Colombia,6.279388,-75.5846937
Centro de Salud Civiton,clinic,Low,Colombia,6.2851734,-75.5932213
Torre Médica Ciudad del Rio,clinic,Low,Colombia,6.2232213,-75.5748487
Hospital Universitario Pontificia Bolivariana,hospital,High,Colombia,6.2769431,-75.5823273
Centro de Salud Lorenzo,hospital,Medium,Colombia,1.1980512,-77.264383
Medical Center,hospital,High,Colombia,6.9190653,-75.6734665
Centro de Salud Quindos,hospital,Medium,Colombia,4.5220554,-75.7030039
Clínica las Americas del Sur,hospital,High,Colombia,6.1785787,-75.5834448
Cruz Roja Hemocentro,hospital,Medium,Colombia,4.5609932,-75.6545551
Sociedad Cardiovascular del Eje Cafetero,hospital,High,Colombia,4.5472519,-75.6623236
Medical Center,clinic,Low,Colombia,4.5386117,-75.668279
Centro de Salud La Clarita,hospital,Medium,Colombia,4.5403127,-75.6858342
Hostpital de Buenos Aires,hospital,Medium,Colombia,3.0172498,-76.642233
Clínica Keralty Ibagué,clinic,Low,Ibagué,4.4372586,-75.2028096
EPS Sanitas,hospital,Medium,Colombia,4.5446325,-75.6623687
Unidad Hospitalaria Doce de Octubre,hospital,High,Colombia,6.3023657,-75.578408
Centro de Atención Ambulatoria del Sur,hospital,Medium,Colombia,4.5226828,-75.6853423
Hospital Mental de Filandia,hospital,Medium,Colombia,4.5434592,-75.6700952
Centro de Salud Santa Rita,hospital,Medium,Colombia,4.5189654,-75.7048645
IPS Salud del Caribe,hospital,Medium,Colombia,4.5195583,-75.6896425
Fundación Alejandro Londoño,clinic,Low,Colombia,4.5221984,-75.6852879
Pio X,hospital,Medium,Colombia,4.4518437,-75.7826525
Centro de Salud Alfonso Correa Grillo,hospital,Medium,Colombia,4.527955,-75.710055
Centro de Salud Nueva Libertad,hospital,Medium,Colombia,4.535263,-75.6994188
Centro de Salud Piloto Uribe,hospital,Medium,Colombia,4.5292216,-75.6744863
Unidad Intermedia Hospital del Sur,hospital,Medium,Colombia,4.5152486,-75.7018027
Cruz Roja Seccional Huila,hospital,Medium,Colombia,2.9425561,-75.293694
Centro Integrado Materno Infantil CAMI,hospital,Medium,Colombia,2.9616877,-75.2890874
Clínica El Prado,clinic,Low,Colombia,4.5456101,-75.6610314
Hospital San José,hospital,Medium,Colombia,6.8122441,-72.848332
IPS ESE Hospital Santander,hospital,High,Colombia,4.331305,-75.8234221
Hospital Universitario de Neiva,hospital,Medium,Colombia,2.9323972,-75.2810329
Clínica Belo Horizonte,clinic,Low,Colombia,2.9340174,-75.2476343
Centro de Salud de Canaima,hospital,Medium,Colombia,2.9045833,-75.2770263
Clínica del Campestre,hospital,Medium,Medellin,6.1879749,-75.5784994
Hospital Departamental San Vicente de Paul,hospital,Medium,Colombia,2.1986365,-75.6316298
Centro de Salud Miraflores,hospital,Medium,Colombia,4.5323823,-75.6872807
Hospital Gabriel Peláez Montoya,hospital,Medium,Colombia,5.6022767,-75.8216827
E.S.E Hospital San Jose,hospital,High,Colombia,5.4111574,-74.9926594
Nueva EPS,clinic,Low,Colombia,4.5390234,-75.669991
Centro de Salud Balcones,hospital,Medium,Colombia,4.5169049,-75.6546359
Puesto de salud,hospital,Medium,Colombia,4.7067433,-75.7081109
Neuroimágenes,clinic,Low,Colombia,4.5471091,-75.6632775
Centro de Salud Santo Domingo Savio,clinic,Low,Comuna 1 - Popular,6.2954895,-75.5433504
Hospital Universitario San Vicente Paul,hospital,High,Colombia,6.2628386,-75.5652201
IPS ESE Hospital Divino Niño,hospital,High,Colombia,3.9150354,-76.296039
Carisma Centro de Rehabilitación,hospital,Medium,Medellin,6.2423025,-75.6186297
Medicentro Alcázar,clinic,Low,Colombia,4.5465565,-75.6604956
Clínica del Café,clinic,Low,Colombia,4.5439048,-75.6614881
Centro De Salud Picacho,hospital,Medium,Colombia,6.2970911,-75.5830237
Unidad Hospitalaria Doce De Octubre Luis Carlos Galán Sarmiento,hospital,Medium,Colombia,6.3082528,-75.5744993
Unidad Intermedia de Castilla,hospital,Medium,Colombia,6.2944983,-75.5688209
Unidad Hospitalaria Castilla Jaime Tobón Arbeláez,hospital,Medium,Colombia,6.294202,-75.5688505
Clínica Central del Quindío,clinic,Low,Colombia,4.5447342,-75.6613072
Esimed - Central de Especialistas,clinic,Low,Colombia,4.5444747,-75.6617267
Laboratorio de Fertilidad del Quindío,clinic,Low,Colombia,4.5460545,-75.6611682
MediSalud,clinic,Low,Colombia,4.5441357,-75.6618506
IPS Nueva Cecilia,clinic,Low,Colombia,4.5474473,-75.6632563
Centro de Salud Barcelona,hospital,Medium,Colombia,4.4288423,-75.7169052
IPS ESE Hospital San Vicente de Paúl,hospital,High,Colombia,4.8794978,-75.6247304
Cemev IPS Itagüí,hospital,Medium,Colombia,6.1895845,-75.5952423
USSI gaitan,hospital,Medium,Colombia,4.4435855,-75.2138226
Hospital San Jose de Salgar,hospital,Medium,Colombia,5.9652015,-75.9805819
E.S.E. Hospital San Antonio,hospital,Medium,Colombia,5.5460185,-75.6448111
Centro de Salud Santa Rosa de Lima,hospital,Medium,Colombia,6.2628455,-75.6042611
Clínica colombia,hospital,Medium,Colombia,3.4149057,-76.5380919
